x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.0,0.0,0.0,0.030233144760131836,-0.07504528760910034,-0.030329338029162045,0.009660542011260986,-0.17316165566444397,-0.04312413999451792,-0.03970247507095337,-0.23249542713165283,-0.05385493555678522,-0.09065370261669159,-0.23378857970237732,-0.05650401183976328,-0.010377705097198486,-0.23316001892089844,-0.014262825936214085,-0.019600361585617065,-0.3055824935436249,-0.035941012889281865,-0.013744354248046875,-0.25157853960990906,-0.04226620936407244,-0.008049309253692627,-0.2181483507156372,-0.043162588715688344,-0.049987733364105225,-0.21880501508712769,-0.010947011165455933,-0.06439295411109924,-0.27827954292297363,-0.03146249496950304,-0.05166667699813843,-0.2243030071258545,-0.029070916339890118,-0.046040236949920654,-0.22368445992469788,-0.022603952080146428,-0.08496862649917603,-0.18859314918518066,-0.014564205646649953,-0.10565066337585449,-0.24109822511672974,-0.040464252919093724,-0.07273823022842407,-0.1953851282596588,-0.03644328632964289,-0.04905375838279724,-0.16461148858070374,-0.02801601843549406,-0.11724202334880829,-0.15457186102867126,-0.021054659724370595,-0.17082937061786652,-0.18741485476493835,-0.0382328897119919,-0.2084798961877823,-0.2124403417110443,-0.04370918193473017,-0.24351193010807037,-0.2440435290336609,-0.046226449996368046,J
0.0,0.0,0.0,0.028685659170150757,-0.07090741395950317,-0.027493056177263497,0.012991875410079956,-0.1676577627658844,-0.039351322024231195,-0.03308644890785217,-0.2271123230457306,-0.0500482062689116,-0.08222213387489319,-0.23705530166625977,-0.053370613872175454,-0.00984811782836914,-0.2327955961227417,-0.013192963122492074,-0.018826574087142944,-0.3047352731227875,-0.03666186731970811,-0.013938874006271362,-0.25219911336898804,-0.043843366473083734,-0.007532835006713867,-0.21396172046661377,-0.04404505368984246,-0.05036404728889465,-0.21720361709594727,-0.011645945056443452,-0.06405463814735413,-0.27778804302215576,-0.03635656860387826,-0.04818242788314819,-0.22057569026947021,-0.03757034641421342,-0.04002612829208374,-0.20700573921203613,-0.03208056119001412,-0.08554546535015106,-0.18727070093154907,-0.016392879455452203,-0.10821059346199036,-0.23904258012771606,-0.04551127579725289,-0.07354098558425903,-0.18947288393974304,-0.043492604314451455,-0.049691349267959595,-0.15598449110984802,-0.034937851398353814,-0.11727845668792725,-0.15271776914596558,-0.023401061340337037,-0.1684030294418335,-0.1883978545665741,-0.04034004759705567,-0.20385989546775818,-0.21361970901489258,-0.044947494088773965,-0.23855529725551605,-0.24739477038383484,-0.046301871805553674,J
0.0,0.0,0.0,0.03009048104286194,-0.07360339164733887,-0.02958604173824142,0.011051714420318604,-0.17214125394821167,-0.04225165249869178,-0.035977959632873535,-0.23301684856414795,-0.05291588829919647,-0.08536788821220398,-0.2387782335281372,-0.055362819154709086,-0.009375989437103271,-0.23389184474945068,-0.016033988838046298,-0.016705870628356934,-0.3043321371078491,-0.03702869119211982,-0.011170506477355957,-0.2507217228412628,-0.04131001832053016,-0.005356967449188232,-0.2165917456150055,-0.04077845664784263,-0.04953920841217041,-0.2193009853363037,-0.012926191483586535,-0.060958147048950195,-0.27903279662132263,-0.03210017683073829,-0.0467870831489563,-0.2205844223499298,-0.0267678186492617,-0.041757941246032715,-0.2198399007320404,-0.018535463531463847,-0.08440166711807251,-0.1895085573196411,-0.016601579655855403,-0.10447482764720917,-0.2430916726589203,-0.042032624055593715,-0.07070037722587585,-0.19252237677574158,-0.035296110828369365,-0.048119187355041504,-0.1603868305683136,-0.025305543486922488,-0.11638358235359192,-0.1553533375263214,-0.023099353929012523,-0.16808977723121643,-0.19081470370292664,-0.040212637205570445,-0.20361867547035217,-0.21694639325141907,-0.04456092270180534,-0.2377472072839737,-0.2508867681026459,-0.046319010128229365,J
0.0,0.0,0.0,0.028314799070358276,-0.07447695732116699,-0.02557000484830496,0.008883357048034668,-0.16870403289794922,-0.03624509987002966,-0.03977450728416443,-0.22446179389953613,-0.04512734305626509,-0.0870794951915741,-0.23029637336730957,-0.04688275572425482,-0.013235002756118774,-0.2217719852924347,-0.015414287006024097,-0.021350771188735962,-0.2942039370536804,-0.03650284152990935,-0.014102458953857422,-0.2409622073173523,-0.04274995592004416,-0.008798092603683472,-0.20832276344299316,-0.043833508757415984,-0.05202391743659973,-0.20592695474624634,-0.01460472647613642,-0.06495153903961182,-0.27093392610549927,-0.03816811707383749,-0.04760220646858215,-0.2140786051750183,-0.039531524894300674,-0.03895294666290283,-0.19847822189331055,-0.03500429880386946,-0.08654341101646423,-0.1759558916091919,-0.01924870502716658,-0.10659115016460419,-0.2287273406982422,-0.04703166302806494,-0.07163631916046143,-0.18652889132499695,-0.04635784742004034,-0.04852589964866638,-0.15987908840179443,-0.039818651644054626,-0.11795978248119354,-0.14250582456588745,-0.025679355157080863,-0.17073743045330048,-0.17560061812400818,-0.04216946255928633,-0.20460981130599976,-0.19903060793876648,-0.047030828563038085,-0.23832501471042633,-0.23124247789382935,-0.049348711637321685,J
0.0,0.0,0.0,0.027403801679611206,-0.07644623517990112,-0.027421656996494903,0.005224823951721191,-0.1726987063884735,-0.04049076512504257,-0.04269367456436157,-0.23153778910636902,-0.05173816531944908,-0.09222322702407837,-0.23537322878837585,-0.05494113266516365,-0.015806972980499268,-0.22912469506263733,-0.017702192068583145,-0.026276737451553345,-0.30362236499786377,-0.03818562999416031,-0.017262965440750122,-0.2494308352470398,-0.0421253293757502,-0.010885655879974365,-0.21568801999092102,-0.04176281392622627,-0.05563816428184509,-0.2136225700378418,-0.01536444854039587,-0.06796079874038696,-0.276250958442688,-0.03204447031069435,-0.050113946199417114,-0.21439653635025024,-0.024836981669551506,-0.045891791582107544,-0.21569973230361938,-0.016370847821718826,-0.08987808227539062,-0.18344178795814514,-0.019319191575533523,-0.1117640882730484,-0.2395816445350647,-0.04080614447642006,-0.07686302065849304,-0.19184789061546326,-0.03164172917652763,-0.05470418930053711,-0.16377410292625427,-0.02188257873106636,-0.12132714688777924,-0.1482822299003601,-0.026050563902145996,-0.1757572740316391,-0.17869636416435242,-0.040832430124766006,-0.21170897781848907,-0.20075389742851257,-0.04378679022241272,-0.2470492124557495,-0.23129403591156006,-0.04550676047850288,J
0.0,0.0,0.0,0.026614457368850708,-0.07371276617050171,-0.02790847823888498,0.003755718469619751,-0.17119377851486206,-0.037761701577608164,-0.04983821511268616,-0.22283309698104858,-0.04554983817905622,-0.09805688261985779,-0.22341153025627136,-0.04584260129303175,-0.018348902463912964,-0.22770488262176514,-0.010586440869872149,-0.03176069259643555,-0.30009540915489197,-0.03307591223091322,-0.02333003282546997,-0.2503107488155365,-0.040902758323852595,-0.014813393354415894,-0.21395200490951538,-0.04166022905081945,-0.05812200903892517,-0.208901047706604,-0.00836055849612194,-0.07770848274230957,-0.2684803009033203,-0.03312921740979391,-0.05835384130477905,-0.2173176109790802,-0.03676635988921362,-0.04755684733390808,-0.20325180888175964,-0.032571019911472376,-0.09230105578899384,-0.17550325393676758,-0.012446467140023287,-0.11659875512123108,-0.2201787829399109,-0.042340671950285014,-0.07965412735939026,-0.18021488189697266,-0.04432940327495771,-0.054504960775375366,-0.15400996804237366,-0.038077680700723704,-0.12268418073654175,-0.1384088397026062,-0.01843846433729368,-0.17756149172782898,-0.16614124178886414,-0.03582619720071989,-0.2143223136663437,-0.18633908033370972,-0.041576685690586146,-0.2511902302503586,-0.21543964743614197,-0.0437043070134564,J
0.0,0.0,0.0,0.0277101993560791,-0.07612037658691406,-0.030704822137153087,0.006045013666152954,-0.1706410050392151,-0.04412230823854202,-0.04346567392349243,-0.2289682924747467,-0.05519560326555961,-0.09187178313732147,-0.23434388637542725,-0.05809654270032638,-0.01513981819152832,-0.23033970594406128,-0.01680686485687488,-0.026007473468780518,-0.30312806367874146,-0.03907779206255668,-0.01894354820251465,-0.251735657453537,-0.04401334349731201,-0.011717259883880615,-0.2166576385498047,-0.04309152041295761,-0.05523902177810669,-0.213875412940979,-0.012759305282628475,-0.07070991396903992,-0.27394625544548035,-0.032848249866759716,-0.053307294845581055,-0.21815615892410278,-0.028472419574057994,-0.04764819145202637,-0.21707040071487427,-0.020459331317937313,-0.08937224745750427,-0.18308833241462708,-0.015463020398414073,-0.11269591748714447,-0.23159781098365784,-0.0416739170692324,-0.07587110996246338,-0.18189072608947754,-0.035441033288037715,-0.05212238430976868,-0.15045464038848877,-0.025144958614504276,-0.12027274072170258,-0.1471988558769226,-0.020913412540352283,-0.17444077134132385,-0.17668560147285461,-0.0374557112596392,-0.2103339582681656,-0.20001864433288574,-0.04121708099464172,-0.2456657886505127,-0.23135709762573242,-0.04231391821721786,J
0.0,0.0,0.0,0.025063395500183105,-0.07725995779037476,-0.025084392662847677,0.00020241737365722656,-0.1753898561000824,-0.0351928058375961,-0.04867759346961975,-0.22842469811439514,-0.043853479932749906,-0.0950678139925003,-0.23333203792572021,-0.04490419806143109,-0.014480948448181152,-0.22904518246650696,-0.013050625595951715,-0.026227712631225586,-0.3018486201763153,-0.03281123892566029,-0.02017652988433838,-0.2530459463596344,-0.03782648549577061,-0.013538599014282227,-0.21714192628860474,-0.03773149431845013,-0.054600805044174194,-0.21309736371040344,-0.011589896429086366,-0.07078966498374939,-0.2725607454776764,-0.029865670513117948,-0.0561104416847229,-0.22146070003509521,-0.02724003934463326,-0.04984143376350403,-0.21786969900131226,-0.021305109869445005,-0.08933642506599426,-0.18229734897613525,-0.016101324494684377,-0.1128108948469162,-0.232683002948761,-0.03883714930316273,-0.07988938689231873,-0.18800407648086548,-0.03373070017596547,-0.05757778882980347,-0.15968015789985657,-0.02566651956340138,-0.12083661556243896,-0.14634272456169128,-0.023026935320103803,-0.17490729689598083,-0.17752721905708313,-0.037132031779492536,-0.210223987698555,-0.20131537318229675,-0.04044419110914532,-0.2437037080526352,-0.2336890697479248,-0.04215197594066922,J
0.0,0.0,0.0,0.03016558289527893,-0.07579076290130615,-0.026953233127159137,0.010746657848358154,-0.17415770888328552,-0.0369891186250868,-0.03976714611053467,-0.22825461626052856,-0.04508803384439375,-0.0869033932685852,-0.23670297861099243,-0.045354053099316616,-0.0042563676834106445,-0.2296133041381836,-0.01281029330627348,-0.016991138458251953,-0.3043863773345947,-0.03460600199238684,-0.011018991470336914,-0.2504297196865082,-0.04135927530066397,-0.0045999884605407715,-0.2138102948665619,-0.04214020045534994,-0.04526066780090332,-0.21546506881713867,-0.010221546237033863,-0.062248289585113525,-0.2758261561393738,-0.03147193761603262,-0.047226160764694214,-0.21982115507125854,-0.03139720829264547,-0.039538830518722534,-0.21221017837524414,-0.026625295822185535,-0.08139173686504364,-0.18514901399612427,-0.013780571241539974,-0.10572607815265656,-0.23733922839164734,-0.03982707457677748,-0.07358495891094208,-0.18981140851974487,-0.03659396590725805,-0.051524847745895386,-0.16122081875801086,-0.028735780809682865,-0.11492794752120972,-0.14987713098526,-0.019536036719244976,-0.16792437434196472,-0.1843612790107727,-0.03534412728683378,-0.201895073056221,-0.20843398571014404,-0.03914868803755667,-0.23471873998641968,-0.24202850461006165,-0.040574446041745205,J
0.0,0.0,0.0,0.03369396924972534,-0.07722097635269165,-0.027094479266793314,0.013783514499664307,-0.1766337752342224,-0.037092759821803156,-0.03891277313232422,-0.23445266485214233,-0.04522120914259631,-0.08486738801002502,-0.24705684185028076,-0.04524572155276019,0.00013241171836853027,-0.23108738660812378,-0.011202837888390604,-0.011037707328796387,-0.30691373348236084,-0.033785964910180155,-0.003357529640197754,-0.2534235417842865,-0.04126239902177531,0.003673464059829712,-0.21698126196861267,-0.04247615075507838,-0.04089483618736267,-0.2173098921775818,-0.008634038817376677,-0.05649209022521973,-0.2778293192386627,-0.03228475115099627,-0.03917798399925232,-0.22314667701721191,-0.03324908352294642,-0.028831005096435547,-0.21160730719566345,-0.02844796477654654,-0.07750339806079865,-0.18825852870941162,-0.012474937912315909,-0.10134488344192505,-0.2403477430343628,-0.03954362085858065,-0.06695932149887085,-0.19262617826461792,-0.03694828188815791,-0.04299929738044739,-0.16079536080360413,-0.029089230660588328,-0.11076429486274719,-0.15459135174751282,-0.018617176998645846,-0.16307660937309265,-0.19010472297668457,-0.03461946881213862,-0.19565317034721375,-0.21610099077224731,-0.03907505384484011,-0.22770199179649353,-0.25039634108543396,-0.04089713803330142,J
