x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.0,0.0,0.0,-0.037830650806427,0.058269381523132324,-0.04481231882238035,-0.10076904296875,0.10586690902709961,-0.0684095369186366,-0.15034466981887817,0.15030747652053833,-0.08676075651311521,-0.17482060194015503,0.2060183882713318,-0.0969357238616908,-0.16756778955459595,0.03314805030822754,-0.03630615114235525,-0.183271586894989,-0.005411028861999512,-0.06835296466016416,-0.12804251909255981,0.012087643146514893,-0.07643322362565641,-0.1326373815536499,0.0317191481590271,-0.08004682227038984,-0.15752804279327393,-0.02979069948196411,-0.02779242298566942,-0.17380160093307495,-0.06381911039352417,-0.06654371037149076,-0.10722291469573975,-0.030182838439941406,-0.06694072200917844,-0.12183201313018799,-0.010459542274475098,-0.060121254017587944,-0.1405821442604065,-0.08200198411941528,-0.025432544713851257,-0.14956867694854736,-0.11259150505065918,-0.0644267471041644,-0.09677433967590332,-0.07422322034835815,-0.05073754577898626,-0.1068418025970459,-0.050291240215301514,-0.034279377153154655,-0.1223914623260498,-0.12169820070266724,-0.02632156847977285,-0.12475979328155518,-0.14651763439178467,-0.04480287148618345,-0.08993333578109741,-0.11260300874710083,-0.03420474468731527,-0.09293681383132935,-0.08793944120407104,-0.023146766191359802,ERASE
0.0,0.0,0.0,-0.037123262882232666,0.05987727642059326,-0.0434507530470114,-0.09498775005340576,0.11403167247772217,-0.06782723109319022,-0.14004886150360107,0.1655796766281128,-0.08667565773322394,-0.16060638427734375,0.2215181589126587,-0.09768284003331473,-0.1784535050392151,0.03890341520309448,-0.038719191058419256,-0.17456257343292236,0.005829989910125732,-0.06633764396502784,-0.12175530195236206,0.018982112407684326,-0.07244243363930991,-0.1244921088218689,0.037537574768066406,-0.07587225626303962,-0.1756298542022705,-0.026481926441192627,-0.031554805888674764,-0.16263830661773682,-0.05068516731262207,-0.06517163555218985,-0.10200035572052002,-0.022035598754882812,-0.06671561936929038,-0.11632305383682251,-0.002261042594909668,-0.06287418196990302,-0.15752792358398438,-0.0826643705368042,-0.02938818450166991,-0.14329606294631958,-0.10321146249771118,-0.06469483564688971,-0.09420150518417358,-0.0678815245628357,-0.05436338747932723,-0.10486990213394165,-0.04401719570159912,-0.041898011072419195,-0.13525015115737915,-0.12730669975280762,-0.03050491104914954,-0.1262328028678894,-0.1449751853942871,-0.04967768753959945,-0.09328639507293701,-0.1116025447845459,-0.0421435933847647,-0.09696811437606812,-0.08628177642822266,-0.033389127655766515,ERASE
0.0,0.0,0.0,-0.034614741802215576,0.058518946170806885,-0.04484102032978399,-0.09266120195388794,0.11248105764389038,-0.07034198097784383,-0.13656163215637207,0.1640082597732544,-0.0903521319468723,-0.15784794092178345,0.21944892406463623,-0.1031043668826328,-0.17835938930511475,0.030730783939361572,-0.04189098156888349,-0.16601723432540894,0.004023551940917969,-0.07072799555857046,-0.1181136965751648,0.016923487186431885,-0.07768864087660177,-0.12203830480575562,0.03289222717285156,-0.08155385307867391,-0.17717140913009644,-0.034407734870910645,-0.03478087760407789,-0.15228301286697388,-0.05469858646392822,-0.06811703644592626,-0.09506314992904663,-0.023647844791412354,-0.06950172684986455,-0.1118897795677185,-0.006523430347442627,-0.06574581466514928,-0.1590319275856018,-0.08985203504562378,-0.032782367392371725,-0.13205236196517944,-0.10667264461517334,-0.06829802594978673,-0.08594787120819092,-0.06869155168533325,-0.05866605318982465,-0.09939134120941162,-0.04656106233596802,-0.04687014497716291,-0.13553661108016968,-0.13332217931747437,-0.034499465449641775,-0.11503845453262329,-0.14840936660766602,-0.05501975767214162,-0.0832815170288086,-0.11329329013824463,-0.04901807285745008,-0.08948516845703125,-0.0886533260345459,-0.04122972018916471,ERASE
0.0,0.0,0.0,-0.03295034170150757,0.060577213764190674,-0.04375354773316076,-0.09079170227050781,0.11456471681594849,-0.06855330816421201,-0.13324284553527832,0.16472071409225464,-0.08766801855477979,-0.15720313787460327,0.22013437747955322,-0.09951446405563047,-0.1799715757369995,0.032843589782714844,-0.04302564463529279,-0.16026753187179565,0.006540417671203613,-0.07071748576078107,-0.1145511269569397,0.01948106288909912,-0.07736084810409238,-0.12145525217056274,0.037439703941345215,-0.08154653957996061,-0.1799156665802002,-0.03286010026931763,-0.03658139905843427,-0.1480535864830017,-0.050137221813201904,-0.06865302673492124,-0.09497308731079102,-0.02161872386932373,-0.07053754678878477,-0.11299997568130493,-0.004048943519592285,-0.06818769327315977,-0.16113275289535522,-0.08925294876098633,-0.034796381508442664,-0.12997955083847046,-0.10237008333206177,-0.06841755858573606,-0.08622962236404419,-0.06755679845809937,-0.05923971361431768,-0.10050725936889648,-0.04578900337219238,-0.04898949540171316,-0.13645029067993164,-0.13372749090194702,-0.036741389100882316,-0.11412620544433594,-0.14570605754852295,-0.05692031062159231,-0.08397489786148071,-0.11226087808609009,-0.051802976196142936,-0.091147780418396,-0.08851569890975952,-0.0452066679945915,ERASE
0.0,0.0,0.0,-0.03460937738418579,0.057174742221832275,-0.042116140432540305,-0.08980590105056763,0.11218631267547607,-0.06687775389093531,-0.13040894269943237,0.1667119264602661,-0.08616171167034281,-0.15170180797576904,0.22193890810012817,-0.09867875412840021,-0.17978858947753906,0.0280609130859375,-0.04292354495066775,-0.1585821509361267,0.009244918823242188,-0.06941914693254603,-0.11146080493927002,0.018767058849334717,-0.07688602194923533,-0.1148882508277893,0.030290842056274414,-0.08184687183040751,-0.17934578657150269,-0.03946232795715332,-0.03686067969340456,-0.14372974634170532,-0.05021721124649048,-0.06672480837244166,-0.09218806028366089,-0.023718595504760742,-0.06956522301572932,-0.10504728555679321,-0.009137630462646484,-0.06883141533273829,-0.15956217050552368,-0.09610384702682495,-0.034972173578921684,-0.12427759170532227,-0.10282915830612183,-0.06586130098241938,-0.08300131559371948,-0.06816166639328003,-0.0580085417701639,-0.09441006183624268,-0.04813194274902344,-0.04932016641635073,-0.13382786512374878,-0.14044499397277832,-0.03673892603057993,-0.1104888916015625,-0.14725139737129211,-0.053948288269225486,-0.08141249418258667,-0.11420232057571411,-0.04819345609087122,-0.08671098947525024,-0.09249305725097656,-0.04169025779503954,ERASE
0.0,0.0,0.0,-0.033595502376556396,0.05525702238082886,-0.040656228160798946,-0.09075415134429932,0.11102080345153809,-0.0643670303582553,-0.13064676523208618,0.16630512475967407,-0.08308993706697265,-0.1473199725151062,0.222126305103302,-0.09489839205735962,-0.18033885955810547,0.02282637357711792,-0.03859935010069648,-0.15805238485336304,-0.0004583001136779785,-0.06424139121764938,-0.11215239763259888,0.012115776538848877,-0.07149064222568313,-0.11842381954193115,0.028028666973114014,-0.07689076343768875,-0.17858952283859253,-0.04164445400238037,-0.03380443955057899,-0.1422044038772583,-0.05457240343093872,-0.06338892558807174,-0.09151452779769897,-0.026927053928375244,-0.06608535031074325,-0.10881292819976807,-0.011500835418701172,-0.06540862897628585,-0.15756487846374512,-0.09659433364868164,-0.03347371200317184,-0.12278622388839722,-0.10508900880813599,-0.0638816846370105,-0.08245277404785156,-0.07033628225326538,-0.05614880526655952,-0.0975949764251709,-0.04961508512496948,-0.04816912168854515,-0.1306108832359314,-0.1407991647720337,-0.036862385070264736,-0.10618829727172852,-0.14943253993988037,-0.05473870093220512,-0.07804179191589355,-0.11462020874023438,-0.05031357387298385,-0.08613228797912598,-0.09083449840545654,-0.045192134177625576,ERASE
0.0,0.0,0.0,-0.03780472278594971,0.04032552242279053,-0.044500566680255815,-0.09053182601928711,0.08612734079360962,-0.07333739068013756,-0.1251963973045349,0.1388283371925354,-0.09618862684470741,-0.13565325736999512,0.19525116682052612,-0.11185644533139794,-0.17568856477737427,-0.004753768444061279,-0.051457896489921495,-0.1579403281211853,-0.036928415298461914,-0.07928520407182305,-0.11211472749710083,-0.016263961791992188,-0.08464229818088143,-0.12017035484313965,0.003683626651763916,-0.08809742297631828,-0.16894328594207764,-0.06652724742889404,-0.04462013359767525,-0.14068055152893066,-0.09329581260681152,-0.07790986414653389,-0.08766883611679077,-0.054151713848114014,-0.07769765670997231,-0.10452568531036377,-0.03501933813095093,-0.07364865358573525,-0.14649325609207153,-0.11685025691986084,-0.04189519922834961,-0.11694532632827759,-0.13998275995254517,-0.07500520314675896,-0.07533985376358032,-0.09551459550857544,-0.06468588079911797,-0.08871489763259888,-0.07097959518432617,-0.05365657399994461,-0.11868137121200562,-0.15559637546539307,-0.04297240789634316,-0.09441137313842773,-0.17344695329666138,-0.060909364033761904,-0.06713461875915527,-0.13205140829086304,-0.055277537215772554,-0.07617998123168945,-0.10475730895996094,-0.049005493182960436,ERASE
0.0,0.0,0.0,-0.03679460287094116,0.04464316368103027,-0.04052558769902248,-0.08995437622070312,0.0950731635093689,-0.0677183926614191,-0.11981332302093506,0.15159833431243896,-0.09008955811580677,-0.12124282121658325,0.21282446384429932,-0.10591974710544605,-0.17377114295959473,-0.004548907279968262,-0.04515029346069355,-0.1606925129890442,-0.03914111852645874,-0.07126431023201008,-0.1157989501953125,-0.015263974666595459,-0.07694177185615558,-0.12119024991989136,0.00391155481338501,-0.08080992703756351,-0.16555386781692505,-0.06377291679382324,-0.03979743500670452,-0.1408492922782898,-0.09336888790130615,-0.07087433939298649,-0.09185665845870972,-0.05120408535003662,-0.07004599129280109,-0.10824817419052124,-0.033766984939575195,-0.06568653737625141,-0.14314055442810059,-0.11076313257217407,-0.03867927422245998,-0.11589813232421875,-0.1337018609046936,-0.06822107588371296,-0.07840102910995483,-0.08940631151199341,-0.059281463226881215,-0.0931311845779419,-0.06730103492736816,-0.049784975549783894,-0.11635518074035645,-0.14928507804870605,-0.041212657889929005,-0.09434044361114502,-0.16423404216766357,-0.056536866775360295,-0.069827139377594,-0.12268900871276855,-0.051467458209600636,-0.08049219846725464,-0.0961567759513855,-0.04612653186043758,ERASE
0.0,0.0,0.0,-0.035675227642059326,0.04230004549026489,-0.045425938087390705,-0.08258312940597534,0.09241503477096558,-0.0763671301480997,-0.10759633779525757,0.1508629322052002,-0.10164759086339359,-0.10859781503677368,0.20927411317825317,-0.12104696558682804,-0.16965842247009277,-0.006494700908660889,-0.05360783042280559,-0.1501365303993225,-0.03324449062347412,-0.08181408570973758,-0.10487031936645508,-0.013109743595123291,-0.08913893775908832,-0.10767042636871338,0.004279434680938721,-0.09367387520043735,-0.1619320511817932,-0.06742250919342041,-0.046213267016099735,-0.13442909717559814,-0.08791303634643555,-0.07793966459004764,-0.08412402868270874,-0.04993218183517456,-0.07871775107352619,-0.0966605544090271,-0.03395897150039673,-0.07615187542407398,-0.1389230489730835,-0.11559325456619263,-0.042949633317874714,-0.11037212610244751,-0.13289356231689453,-0.07426969485251789,-0.07075822353363037,-0.08968669176101685,-0.06605843977897052,-0.08066028356552124,-0.06820255517959595,-0.05670270847051029,-0.11145740747451782,-0.15225481986999512,-0.043574390577958866,-0.08930832147598267,-0.16618704795837402,-0.059182943421291156,-0.06299477815628052,-0.1258554458618164,-0.053417374956296726,-0.06904727220535278,-0.10076290369033813,-0.047545937466310306,ERASE
0.0,0.0,0.0,-0.03446584939956665,0.039727210998535156,-0.046018837017214764,-0.08092564344406128,0.0891503095626831,-0.07670691050330447,-0.10468029975891113,0.14578378200531006,-0.10180042870084094,-0.10406357049942017,0.20501023530960083,-0.1216204632047777,-0.1741505265235901,-0.020856916904449463,-0.05239914543668078,-0.14324837923049927,-0.0453343391418457,-0.07921318895856189,-0.09980666637420654,-0.023198425769805908,-0.08778687007466601,-0.10260146856307983,-0.0044654011726379395,-0.093706818294919,-0.16498851776123047,-0.0822482705116272,-0.0450334679309492,-0.1253224015235901,-0.09855729341506958,-0.07502146996299075,-0.07871323823928833,-0.05823981761932373,-0.0772331524614458,-0.08943891525268555,-0.040170371532440186,-0.07642931677142428,-0.13973921537399292,-0.12950611114501953,-0.04182075895110415,-0.10185664892196655,-0.14243823289871216,-0.07186609692612933,-0.06513214111328125,-0.09730446338653564,-0.06580910272637652,-0.07379966974258423,-0.07434135675430298,-0.0583682004336481,-0.1098061203956604,-0.16535437107086182,-0.0427218880478506,-0.08396035432815552,-0.17742395401000977,-0.0581146161977415,-0.05788314342498779,-0.1368533968925476,-0.05321176908651637,-0.06320220232009888,-0.11240696907043457,-0.04798336140552806,ERASE
